время[c],напряжение[В]
0.888026,1.940371
0.888712,1.940371
0.889448,1.940371
0.890146,1.940371
0.890860,1.940371
0.891537,1.940371
0.892219,1.940371
0.892883,1.945259
0.893585,1.940371
0.894268,1.945259
0.894974,1.940371
0.895711,1.940371
0.896369,1.945259
0.897055,1.940371
0.897753,1.935484
0.898453,1.940371
0.899173,1.945259
0.899897,1.940371
0.900669,1.940371
0.901346,1.945259
0.902052,1.940371
0.902749,1.940371
0.903439,1.940371
0.904144,1.940371
0.904886,1.945259
0.905587,1.950147
0.906312,1.940371
0.906985,1.945259
0.907677,1.940371
0.908381,1.945259
0.909109,1.940371
0.909842,1.945259
0.910557,1.940371
0.911263,1.940371
0.911988,1.940371
0.912725,1.935484
0.913445,1.940371
0.914162,1.940371
0.914877,1.940371
0.915643,1.935484
0.916365,1.945259
0.917206,1.935484
0.917991,1.935484
0.918802,1.940371
0.919628,1.945259
0.920429,1.935484
0.921178,1.940371
0.921983,1.935484
0.922791,1.945259
0.923596,1.935484
0.924412,1.945259
0.925194,1.940371
0.925933,1.945259
0.926646,1.940371
0.927418,1.940371
0.928224,1.935484
0.929031,1.940371
0.929836,1.935484
0.930621,1.940371
0.931407,1.940371
0.932180,1.940371
0.932915,1.940371
0.933633,1.945259
0.934378,1.940371
0.935148,1.935484
0.935967,1.935484
0.936728,1.935484
0.937508,1.945259
0.938234,1.940371
0.938998,1.935484
0.939814,1.940371
0.940572,1.940371
0.941356,1.940371
0.942172,1.940371
0.942945,1.945259
0.943681,1.945259
0.944361,1.945259
0.945042,1.940371
0.945728,1.940371
0.946388,1.964809
0.947065,1.945259
0.947776,1.945259
0.948594,1.935484
0.949450,1.935484
0.950296,1.940371
0.951082,1.940371
0.951825,1.935484
0.952529,1.935484
0.953226,1.940371
0.953939,1.935484
0.954662,1.940371
0.955351,1.935484
0.956040,1.940371
0.956796,1.940371
0.957531,1.945259
0.958289,1.940371
0.959009,1.935484
0.959712,1.935484
0.960407,1.940371
0.961094,1.935484
0.961782,1.935484
0.962471,1.935484
0.963144,1.935484
0.963840,1.935484
0.964554,1.935484
0.965257,1.935484
0.965962,1.935484
0.966663,1.940371
0.967352,1.940371
0.968040,1.940371
0.968724,1.940371
0.969413,1.945259
0.970142,1.940371
0.970872,1.940371
0.971596,1.940371
0.972340,1.940371
0.973077,1.935484
0.973792,1.940371
0.974540,1.925709
0.975298,1.935484
0.976013,1.940371
0.976704,1.935484
0.977391,1.935484
0.978328,1.940371
0.979217,1.940371
0.980167,1.940371
0.981152,1.930596
0.982016,1.935484
0.983029,1.940371
0.984046,1.940371
0.985061,1.935484
0.986031,1.935484
0.987062,1.935484
0.988193,1.940371
0.989399,1.935484
0.990463,1.940371
0.991462,1.935484
0.992552,1.935484
0.993526,1.935484
0.994364,1.940371
0.995302,1.930596
0.996015,1.935484
0.996671,1.940371
0.997362,1.935484
0.997996,1.935484
0.998623,1.930596
0.999442,1.940371
1.000350,1.945259
