время[c],напряжение[В]
0.688184,2.639296
0.689006,2.644184
0.689856,2.639296
0.690562,2.644184
0.691325,2.639296
0.692023,2.644184
0.692747,2.639296
0.693465,2.649071
0.694182,2.644184
0.694878,2.644184
0.695576,2.644184
0.696266,2.639296
0.696998,2.649071
0.697708,2.644184
0.698404,2.644184
0.699101,2.644184
0.699788,2.639296
0.700487,2.634409
0.701200,2.639296
0.701905,2.644184
0.702607,2.639296
0.703298,2.639296
0.703986,2.634409
0.704704,2.644184
0.705388,2.649071
0.706070,2.644184
0.706751,2.649071
0.707454,2.644184
0.708136,2.649071
0.708845,2.639296
0.709563,2.649071
0.710269,2.644184
0.710974,2.649071
0.711686,2.639296
0.712402,2.649071
0.713107,2.644184
0.713793,2.644184
0.714476,2.644184
0.715171,2.639296
0.715879,2.639296
0.716564,2.644184
0.717289,2.639296
0.717979,2.639296
0.718670,2.639296
0.719348,2.644184
0.720036,2.644184
0.720721,2.644184
0.721410,2.639296
0.722111,2.639296
0.722827,2.644184
0.723465,2.649071
0.724099,2.649071
0.724750,2.649071
0.725458,2.649071
0.726134,2.649071
0.726841,2.644184
0.727531,2.649071
0.728242,2.644184
0.728947,2.649071
0.729630,2.644184
0.730352,2.649071
0.731019,2.644184
0.731693,2.644184
0.732364,2.649071
0.733090,2.644184
0.733822,2.649071
0.734508,2.644184
0.735308,2.644184
0.736018,2.639296
0.736751,2.644184
0.737453,2.649071
0.738184,2.644184
0.738899,2.644184
0.739641,2.649071
0.740354,2.649071
0.741050,2.644184
0.741752,2.644184
0.742479,2.644184
0.743174,2.644184
0.743906,2.639296
0.744673,2.653959
0.745453,2.649071
0.746215,2.649071
0.746960,2.639296
0.747655,2.649071
0.748369,2.644184
0.749086,2.644184
0.749846,2.649071
0.750595,2.644184
0.751339,2.644184
0.752098,2.634409
0.752843,2.644184
0.753531,2.653959
0.754243,2.644184
0.754934,2.649071
0.755653,2.639296
0.756365,2.644184
0.757071,2.644184
0.757774,2.649071
0.758458,2.649071
0.759144,2.644184
0.759832,2.649071
0.760551,2.644184
0.761278,2.639296
